ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source,Comment
1754,Yeruva-tail-1,ba:lu,tail-A,false,expert,,,,,"High quality look alike to set - 57(pg.513), but not in DED list, Kolipakam"
1755,Gondi-tail-1,tokoɾ,tail-B,false,expert,BurrowEmeneau1961[311],,,,"DED3538, "
1756,Kolami-tail-1,to:ka,tail-B,false,expert,BurrowEmeneau1961[311],,,,"DED3538, "
1757,Koya-tail-1,toka:ɾ,tail-B,false,expert,,,,,"High quality look alike to set - 3538(pg.311), but not in DED list, Kolipakam"
1758,Parji-tail-1,tōka,tail-B,false,expert,Andronov1964;BurrowEmeneau1961[311],,,,"; set - 3538, "
1759,Telugu-tail-2,to:ka,tail-B,false,expert,BurrowEmeneau1961[311],,,,"set - 3538, "
1760,Kurukh-tail-1,kʰola,tail-C,false,expert,BurrowEmeneau1961[192],,,,"DED2135, "
1761,Malto-tail-1,oli,tail-C,false,expert,BurrowEmeneau1961[192],,,,"Set 2135 qoli ""tail"", "
1762,Tulu-tail-1,bi:la,tail-D,false,expert,BurrowEmeneau1961[374],,,,"set - 4226, "
1763,Brahui-tail-1,liʈʈik,tail-E,false,expert,,,,,"No obvious cognates or entry in DED, Kolipakam"
1764,Ollari_Gadba-tail-1,kindiɾ,tail-F,false,expert,,,,,"No obvious cognates or entry in DED, Kolipakam"
1765,Badga-that-1,adə,that-A,false,expert,,,,,"good quality look-alike, Verkerk"
1766,Betta_Kurumba-that-1,adə,that-A,false,expert,,,,,"High quality look alike to DED1, Kolipakam"
1767,Gondi-that-1,adu,that-A,false,expert,BurrowEmeneau1961[3],,,,"DED1, "
1768,Kannada-that-1,ā,that-A,false,expert,Andronov1964,,,,"; DED1, Verkerk"
1769,Kannada-that-2,adhu,that-A,false,expert,Andronov1964,,,,"; DED1 Ka. a- remote demonstrative base; ava/āta, avaḷ/āke, avar/avargaḷ, adu/atu/attu, avu that man, that woman, those persons, that thing, those things; adj. ā; ako, agō˘, adē̆, adō behold!; añce on that side, beyond; āce id., afterwards; aṭa, aṭu, aṭṭu, aṣṭu, asa, anitu, anittu, ay(i)su, āṭu, āsu that much, that many; anitum, antu the whole; anibar so many persons; atta, attal on that side, in that direction, to that side, afterwards; antā̆, anthā̆, ana, anna, anaha such; antu thus; andu, anna, anne, āga, āgaḍu, āgal, āgaḷ, āgge, āgye at that time, then; al that place, that direction, that state or condition, then; alke when; alli in that place, there, to that place; ahage, ahaṅge, hāge, hāṅge in that manner, thus., Verkerk"
1770,Kodava-that-1,adə,that-A,false,expert,,,,,"DED1 - form adï - Koḍ. avë&supern;, ava, avu/aeŋga, adï that man, that woman, those persons, that thing/those things; adj. a·; alli there; alliñji from there; attï, attaṭṭi to that side; attiñji from that direction; appara that side, to that side, further (cf. 3984 To. par par); a·le by that way; akka then; akkatiñji since then; akka·kaṇe up to then; akkale·, akkanne· just then; andï that day; accë, accakï that many; annatë, antë of that kind; annane, a·taratï in that manner; annata·ŋgï for that purpose; a·naŋguṇḍï on account of that; a·lï among those., Verkerk"
1771,Kolami-that-1,ad,that-A,false,expert,BurrowEmeneau1961[3],,,,"DED1, "
1772,Kota-that-1,adhə,that-A,false,expert,BurrowEmeneau1961[3],,,,"DED1, "
1773,Koya-that-1,addu,that-A,false,expert,,,,,"good quality look-alike, Verkerk"
1774,Kurukh-that-1,hu:,that-A,false,expert,BurrowEmeneau1961[3],,,,"DED1, "
1775,Malayalam-that-1,a:,that-A,false,expert,Andronov1964;BurrowEmeneau1961[DED1],,,,"; DED1, "
1776,Malayalam-that-2,adə,that-A,false,expert,,,,,"Probably another form of the demonstrative starting with a-, but not listed in DED., Verkerk"
1777,Malto-that-1,a:du,that-A,false,expert,BurrowEmeneau1961,,,,"DED1, "
1778,Malto-that-2,ha:d,that-A,false,expert,BurrowEmeneau1961,,,,"DED1, "
1779,Ollari_Gadba-that-1,adə,that-A,false,expert,BurrowEmeneau1961[3],,,,"DED1, "
1780,Parji-that-1,ā,that-A,false,expert,,,,,"DED1 - Pa. ōd (obl. ōn-; NE ōḍ), ōr, ad, av that man, those men, that woman or thing, those women or things; adj. ā; aŋgoṭ that much, so much; apoṭ that time; at in that direction; atni so, in that way; adugi therefore; adoḍ in that direction; ana, ani there; anat-le from there; āta like that (inflected: ān āteni I am like that, etc.); āte, āten so, in that way. Ga. (Oll.) ōnḍ, ōr, ad, av that man, those men, that woman or thing, those women or things; adj. ā, āy; apaṛ like that; apaṛi in that way; āl there; (S) ōnḍ he; ōr they; (S.2) ācin that day, day before yesterday (cf. 2553 Kol. siḍ)., Verkerk"
1781,Tamil-that-1,anta,that-A,false,expert,Andronov1964;BurrowEmeneau1961[DED1],,,,"; DED1, "
1782,Tamil-that-2,adhə,that-A,false,expert,,,,,"Probably another form of the demonstrative starting with a-, but not listed in DED, Verkerk"
1783,Telugu-that-1,ā,that-A,false,expert,Andronov1964,,,,"; DED1, Verkerk"
1784,Telugu-that-2,adi,that-A,false,expert,,,,,"DED1 - Te. vã̄ḍu (obl. vāni-)/ā̆tanu/ ā̆tagã̄ḍu/ā̆taḍu/āyana, vāru (obl. vāri-)/vāṇḍlu, adi (obl. dāni-)/addi/āyadi/ayyadi, avi (obl. vāṭi-)/avvi/āyavi/ayyavi that man, those persons, that woman or thing, those things; adj. ā; ābiḍa, ābiḍe, āviḍa, āviḍe, āme, āpe, āke, āyama that woman; akkaḍa, acaṭu, acoṭu, accaṭa, accaṭu, accōṭu, āḍa that place, there; akkaḍi of that place; appuḍu, apuḍu that time, then; appaṭi of that time; andu there; andali which is there; anta so much, all, whole; that time, then, afterwards; antagā much, very; antaṭa afterwards, then; antu whole, total; antē̆ only so much; andaṟu, andoṟu so many persons; anni, ani all (things), so many; aṭu, aṭula, aṭulu, aṭṭulu, aṭlu thus; aṭṭi such; attĩḍu, aṭṭī˜ḍu such a man; aṭṭidi such a woman or thing; aṭṭē̆ in that manner only; adigō˘, adē̆, allade, alladigo look there!; ala, alla that, that well-known or celebrated; avvala that side; afterwards, beyond, on the other side; aṭa there, then, afterwards., Verkerk"
1785,Toda-that-1,adə,that-A,false,expert,,,,,"Probably an inflected form of the pronoun, not in DED1 though: To. a- (same meaning as Ko.); aQ (obl. an-) that person or thing; pl. aQa·m; adj. a (before consonant), ay (before vowel); aQïd because of that, therefore; aṯ in that direction; aṯik a little in that direction; al in that place, there; aṯs̱n, as̱n from that direction; aḏ on that day; atfok then; at that many; that much; atton just/only that much, in that same way (-ton, cf. 3196 Ta. tāṉ); atk that much; atks̱ at that distance; atatk only so much as that; ato·f such as that; a(g) gïs in that manner; as̱ ïn- to say like that; a·nk to that place; a·na·ṟ towards there, by that road; a·toṭ that bank (is this to be divided to yield 101 oṭ cliff or 3040 *toṭ side?); a mun that side, the other side; a mun no·ṛ the world of the dead (cf. 3638 Ta. nāṭu)., Verkerk"
1786,Tulu-that-1,aʋu,that-A,false,expert,,,,,"DED1 - form might refer to a number of these - Tu. āye, āḷů, ārů/ākuḷu, avu (obl. ay-), aykuḷu that man, that woman, those persons, that thing, those things; adj. ā; ātů so much; avuḷu, bauḷu, aḷpa, āmbe there; aḷta of that place; aḷtů thence; aḍe, aḍegů, añci thither; āpe yonder, opposite; āni, āpaga then; āpolē just then; añca thus; añcadè, añcane, añcene just so; añcitti such as that; antuga total., Verkerk"
1787,Yeruva-that-1,aʋe:,that-A,false,expert,,,,,"good quality look-alike, Verkerk"
1788,Brahui-that-1,ae,that-B,false,expert,BurrowEmeneau1961[75],,,,"DED764, "
1789,Kuwi-that-1,et,that-B,false,expert,BurrowEmeneau1961[75],,,,"DED764, "
1790,Badga-this-1,idə,this-A,false,expert,,,,,"high quality look-alike, Verkerk"
1791,Betta_Kurumba-this-1,idə,this-A,false,expert,,,,,"High quality look alike to DED410, Kolipakam"
1792,Gondi-this-1,id,this-A,false,expert,BurrowEmeneau1961[39],,,,"DED410, "
1793,Kannada-this-1,idhu,this-A,false,expert,Andronov1964;BurrowEmeneau1961[DED410],,,,"; DED410, "
1794,Kodava-this-1,idə,this-A,false,expert,BurrowEmeneau1961[DED410],,,,"DED410 - form may be idï : Koḍ. ivën, iva, ivu/ieŋga, idï this man, this woman, these persons, this thing/these things; adj. i·; illi here; illiñji from here; ittï, ittaṭṭi, ippara to this side; ittiñji from this side; i·le by this way; ikka now; ikkatiñji from now on; ikka·kaṇe up to now; ikkale·, ikkanne· just now; iccë, iccakï this many; innatë, intë of this kind; innane, i·taratï in this manner; innata·ŋgï for this purpose; i·naŋguṇḍï on account of this; ippara this side (cf. 3984 To. par par)., "
1795,Kolami-this-1,id,this-A,false,expert,BurrowEmeneau1961[39],,,,"DED410, "
1796,Kota-this-1,idhə,this-A,false,expert,BurrowEmeneau1961[39],,,,"DED410, "
1797,Koya-this-1,iddu,this-A,false,expert,,,,,"high quality look-alike, Verkerk"
1798,Kurukh-this-1,i:d,this-A,false,expert,BurrowEmeneau1961[39],,,,"DED410, "
1799,Kuwi-this-1,idu,this-A,false,expert,BurrowEmeneau1961[39],,,,"DED410, "
1800,Malayalam-this-1,i:,this-A,false,expert,Andronov1964;BurrowEmeneau1961[DED410],,,,"; DED410, "
1801,Malayalam-this-2,idə,this-A,false,expert,,,,,"Highly likely to be a form of the demonstrative i- prefixed to a word, but not listed in DED., Verkerk"
1802,Malto-this-1,i:du,this-A,false,expert,BurrowEmeneau1961,,,,"DED410, "
1803,Ollari_Gadba-this-1,idə,this-A,false,expert,BurrowEmeneau1961[39],,,,"DED410, "
1804,Parji-this-1,ī,this-A,false,expert,BurrowEmeneau1961[DED410],,,,"DED410, "
1805,Tamil-this-1,inta,this-A,false,expert,Andronov1964;BurrowEmeneau1961[DED410],,,,"; DED410, "
1806,Tamil-this-2,idhə,this-A,false,expert,,,,,"Highly likely to be a form of the demonstrative i- prefixed to a word, but not listed in DED., Verkerk"
1807,Telugu-this-1,ī,this-A,false,expert,Andronov1964;BurrowEmeneau1961[DED410],,,,"; DED410, "
1808,Telugu-this-2,idi,this-A,false,expert,BurrowEmeneau1961[DED410],,,,"DED410 different form of the demonstrative?, "
1809,Toda-this-1,idə,this-A,false,expert,,,,,"Highly likely to be a form of the demonstrative i- prefixed to a word, but not listed in DED., Verkerk"
1810,Yeruva-this-1,iʋe:,this-A,false,expert,,,,,"high quality look-alike, Verkerk"
1811,Tulu-this-1,undu,this-B,false,expert,BurrowEmeneau1961[DED557],,,,"Tu. undu, undekuḷu this thing, these things (forms of the nearer demonstr.)., "
1812,Brahui-this-1,da:,this-C,false,expert,BurrowEmeneau1961[3],,,,"DED1, "
1813,Badga-thou-1,ni,thou-A,false,expert,,,,,"high quality look-alike, Verkerk"
1814,Betta_Kurumba-thou-1,ni:jə,thou-A,false,expert,,,,,"good lookalike, Dunn"
1815,Brahui-thou-1,ni:,thou-A,false,expert,BurrowEmeneau1961[327],,,,"3684, "
1816,Gondi-thou-1,nimme,thou-A,false,expert,BurrowEmeneau1961[327],,,,"3684, "
1817,Kannada-thou-1,ni:nu,thou-A,false,expert,Andronov1964;BurrowEmeneau1961[327],,,,"; no. 3684, form cited is nīṃ, nīn(u), "
1818,Kodava-thou-1,ni:nə,thou-A,false,expert,BurrowEmeneau1961,,,,"DED3684; Koḍ. ni·nï/ni· (obl. nin-/ni·-)., "
1819,Kolami-thou-1,ni:nu,thou-A,false,expert,,,,,"Based on similarity with Tamil cognate ni:n, Kolipakam"
1820,Kota-thou-1,ni:ja,thou-A,false,expert,BurrowEmeneau1961[327],,,,"3684, "
1821,Koya-thou-1,nimma,thou-A,false,expert,,,,,"high quality look-alike, Verkerk"
1822,Kurukh-thou-1,ni:n,thou-A,false,expert,BurrowEmeneau1961[327],,,,"3684, "
1823,Kuwi-thou-1,ninu,thou-A,false,expert,BurrowEmeneau1961[327],,,,"3684, "
1824,Malayalam-thou-1,ni,thou-A,false,expert,Andronov1964;BurrowEmeneau1961[327],,,,"; no. 3684, form cited is nī, "
1825,Malto-thou-1,ni:n,thou-A,false,expert,BurrowEmeneau1961,,,,"DED3684; Malt. nín (obl. niṉg-)., "
1826,Malto-thou-2,ni:nu,thou-A,false,expert,BurrowEmeneau1961,,,,"DED3684; Malt. nín (obl. niṉg-)., "
1827,Ollari_Gadba-thou-1,in,thou-A,false,expert,BurrowEmeneau1961[327],,,,"3684, "
1828,Parji-thou-1,īn,thou-A,false,expert,BurrowEmeneau1961,,,,"DED3684; Pa. īn (obl. in-)., "
1829,Tamil-thou-1,ni,thou-A,false,expert,Andronov1964;BurrowEmeneau1961[327],,,,"; no. 3684, "
1830,Telugu-thou-1,ni:ʋu,thou-A,false,expert,Andronov1964,,,,", "
1831,Telugu-thou-2,nuʋʋu,thou-A,false,expert,BurrowEmeneau1961,,,,"DED3684; Te. nīvu, īvu (obl. nī-, nin-)., "
1832,Toda-thou-1,ni,thou-A,false,expert,BurrowEmeneau1961[327],,,,"no. 3684, form cited is ni·, "
1833,Tulu-thou-1,i,thou-A,false,expert,BurrowEmeneau1961,,,,"DED3684; Tu. ī (obl. nin-)., "
1834,Yeruva-thou-1,ni,thou-A,false,expert,,,,,"high quality look-alike, Verkerk"
1835,Badga-tongue-1,na:lange,tongue-A,false,expert,,,,,"High-quality look alike to set - 3663 (pg:321), but not in the DED list., Kolipakam"
1836,Betta_Kurumba-tongue-1,nelgi,tongue-A,false,expert,,,,,"High quality look alike toset - 3633, Kolipakam"
1837,Kannada-tongue-1,na:lige,tongue-A,false,expert,BurrowEmeneau1961[321],,,,"set - 3633, "
1838,Kodava-tongue-1,na:ʋu,tongue-A,false,expert,BurrowEmeneau1961[321],,,,"set - 3663, "
1839,Kolami-tongue-1,na:lka,tongue-A,false,expert,BurrowEmeneau1961[321],,,,"DED3633, "
1840,Kota-tongue-1,na:lgə,tongue-A,false,expert,BurrowEmeneau1961[321],,,,"DED3633, "
1841,Koya-tongue-1,na:like,tongue-A,false,expert,,,,,"High-quality look alike to set - 3663 (pg:321), but not in the DED list., Kolipakam"
1842,Malayalam-tongue-1,na:kə,tongue-A,false,expert,BurrowEmeneau1961[321],,,,"set - 3633, "
1843,Ollari_Gadba-tongue-1,na:ng,tongue-A,false,expert,BurrowEmeneau1961[321],,,,"DED3633, "
1844,Parji-tongue-1,nevãḍ,tongue-A,false,expert,BurrowEmeneau1961[321],,,,"set - 3633, "
1845,Tamil-tongue-1,na:kkə,tongue-A,false,expert,Andronov1964[321],,,,"set - 3633, "
1846,Telugu-tongue-1,na:luka,tongue-A,false,expert,BurrowEmeneau1961[321],,,,"set - 3633, "
1847,Toda-tongue-1,no:f,tongue-A,false,expert,BurrowEmeneau1961[321],,,,"set - 3633, "
1848,Tulu-tongue-1,na:la:ji,tongue-A,false,expert,BurrowEmeneau1961[321],,,,"set - 3663, "
1849,Yeruva-tongue-1,na:ʋu,tongue-A,false,expert,,,,,"High-quality look alike to set - 3663 (pg:321), but not in the DED list., Kolipakam"
1850,Kurukh-tongue-1,takkha,tongue-B,false,expert,BurrowEmeneau1961[266],,,,"DED3064, "
1851,Malto-tongue-1,taɖta,tongue-B,false,expert,BurrowEmeneau1961[266],,,,"Set 3064 ""taṛte"", "
1852,Gondi-tongue-1,ʋendʒeɾ,tongue-C,false,expert,BurrowEmeneau1961[497],,,,"DED5470, "
1853,Kuwi-tongue-1,ʋenɖa:ɾu,tongue-C,false,expert,BurrowEmeneau1961[497],,,,"DED5470, "
1854,Brahui-tongue-1,duʋi:,tongue-D,false,expert,,,,,"no obvious cognate or entry in DED, Kolipakam"
1855,Badga-tooth-1,hallə,tooth-A,false,expert,,,,,"Same form in a closely related language, Kolipakam"
1856,Betta_Kurumba-tooth-1,pallə,tooth-A,false,expert,,,,,"High quality look alike to set - 3986, Kolipakam"
1857,Gondi-tooth-1,pal,tooth-A,false,expert,BurrowEmeneau1961[355],,,,"DED3986, "
1858,Kannada-tooth-1,hallu,tooth-A,false,expert,Andronov1964;BurrowEmeneau1961[355],,,,"; set - 3986, "
1859,Kodava-tooth-1,pallə,tooth-A,false,expert,BurrowEmeneau1961[355],,,,"set - 3986, "
1860,Kolami-tooth-1,palku,tooth-A,false,expert,BurrowEmeneau1961[355],,,,"DED3986, "
1861,Kota-tooth-1,pal,tooth-A,false,expert,BurrowEmeneau1961[355],,,,"DED3986, "
1862,Koya-tooth-1,palk,tooth-A,false,expert,,,,,"Same form as a similar language, Kolipakam"
1863,Kurukh-tooth-1,pall,tooth-A,false,expert,BurrowEmeneau1961[355],,,,"DED3986, "
1864,Kuwi-tooth-1,palu,tooth-A,false,expert,BurrowEmeneau1961[355],,,,"DED3986, "
1865,Malayalam-tooth-1,pallə,tooth-A,false,expert,Andronov1964;BurrowEmeneau1961[355],,,,"; Set- 3986, "
1866,Malto-tooth-1,pa:ldu,tooth-A,false,expert,BurrowEmeneau1961[355],,,,"Set 3986, "
1867,Ollari_Gadba-tooth-1,pa:lkill,tooth-A,false,expert,BurrowEmeneau1961[355],,,,"DED3986, "
1868,Parji-tooth-1,pel,tooth-A,false,expert,BurrowEmeneau1961[355],,,,"set - 3986, "
1869,Tamil-tooth-1,pallə,tooth-A,false,expert,Andronov1964;BurrowEmeneau1961[355],,,,"; Set- 3986, "
1870,Telugu-tooth-1,pannu,tooth-A,false,expert,BurrowEmeneau1961[355],,,,"set - 3986, "
1871,Toda-tooth-1,paɾse,tooth-A,false,expert,BurrowEmeneau1961[355],,,,"Set- 3986, "
1872,Yeruva-tooth-1,pallu,tooth-A,false,expert,,,,,"same as sister languages, Dunn"
1873,Tulu-tooth-1,ku:li,tooth-B,false,expert,,,,,"Self -Identified, Kolipakam"
1874,Brahui-tooth-1,danda:n,tooth-C,false,expert,,,,,"possible loan word from hindi - daant, Kolipakam"
1875,Brahui-tooth-2,danta:n,tooth-C,false,expert,,,,,"Possible loanword from hindi daant, Kolipakam"
1876,Badga-tree-1,moɾa,tree-A,false,expert,,,,,"very similar form to sister languages, Dunn"
1877,Betta_Kurumba-tree-1,meɾi,tree-A,false,expert,,,,,"good lookalike, Dunn"
1878,Gondi-tree-1,maɾa,tree-A,false,expert,BurrowEmeneau1961[416],,,,"DED4711, "
1879,Kannada-tree-1,mara,tree-A,false,expert,Andronov1964;BurrowEmeneau1961[416],,,,"; DED4711: Ka. mara id., "
1880,Kodava-tree-1,maɾa,tree-A,false,expert,BurrowEmeneau1961[416],,,,"DED4711: Koḍ. mara id., "
1881,Kolami-tree-1,ma:k,tree-A,false,expert,BurrowEmeneau1961[416],,,,"DED4711, "
1882,Kota-tree-1,maɾam,tree-A,false,expert,BurrowEmeneau1961[416],,,,"DED4711, "
1883,Koya-tree-1,ma:ɾa,tree-A,false,expert,,,,,"High quality look-alike, Verkerk"
1884,Kurukh-tree-1,mann,tree-A,false,expert,BurrowEmeneau1961[416],,,,"DED4711, "
1885,Malayalam-tree-1,maɾam,tree-A,false,expert,BurrowEmeneau1961[416],,,,"DED4711: Ma. maram tree, wood, timber; marakkāl a measure., "
1886,Parji-tree-1,meri,tree-A,false,expert,BurrowEmeneau1961[416],,,,"DED4711: Pa. meri (pl. merkul) id. contra Andronov, "
1887,Tamil-tree-1,maɾam,tree-A,false,expert,Andronov1964;BurrowEmeneau1961[DED4711],,,,"; DED4711: Ta. maram (in cpds. marattu-) tree, wood, timber; marakkāl, "
1888,Toda-tree-1,me:n,tree-A,false,expert,BurrowEmeneau1961[416],,,,"DED4711: To. me·ṇ (obl. me·ṇt-) id., "
1889,Tulu-tree-1,maɾa,tree-A,false,expert,BurrowEmeneau1961[416],,,,"DED4711: Tu. mara id.;, "
1890,Yeruva-tree-1,maɾa,tree-A,false,expert,,,,,"same as sister languages, Dunn"
1891,Telugu-tree-1,tʃeʈʈu,tree-B,false,expert,Andronov1964,,,,"; , Verkerk"
1892,Malayalam-tree-2,vrukʂam,tree-C,false,expert,Buck1949[49],,,,"Sankrit vṛkṣa-, "
1893,Brahui-tree-1,dɾahkʰt,tree-D,false,expert,,,,,"No obvious cognates or entry in DED, Kolipakam"
1894,Kuwi-tree-1,paʈa,tree-E,false,expert,,,,,"No obvious cognates or entry in DED, Kolipakam"
1895,Badga-two-1,eɾaɖə,two-A,false,expert,,,,,"high quality look-alike, Verkerk"
1896,Betta_Kurumba-two-1,əddu,two-A,false,expert,,,,,"clear cognate, Dunn"
1897,Brahui-two-1,iɾat,two-A,false,expert,BurrowEmeneau1961[46],,,,"DED474, "
1898,Gondi-two-1,ɾeɳɖu,two-A,false,expert,BurrowEmeneau1961[46],,,,"DED474, "
1899,Kannada-two-1,jeɾaɖu,two-A,false,expert,BurrowEmeneau1961[DED474],,,,"DED474; ""Ka. eraḍu, erḍu, erar̤ two; adj. iru, ir, ik, ic, etc., īr; irpattu, ippattu twenty; innūṟu 200; irbar, ibbar, irvar two persons; irme, imme twice."", "
1900,Kodava-two-1,daɳɖə,two-A,false,expert,BurrowEmeneau1961[DED474],,,,"DED474; ""Koḍ. daṇḍï two things;"", "
1901,Kota-two-1,eɖu,two-A,false,expert,BurrowEmeneau1961[46],,,,"DED474, "
1902,Koya-two-1,ɾeɳɖ,two-A,false,expert,,,,,"high quality look-alike, Verkerk"
1903,Kurukh-two-1,i:rəb,two-A,false,expert,BurrowEmeneau1961[46],,,,"DED474, "
1904,Kuwi-two-1,rinɖa,two-A,false,expert,BurrowEmeneau1961[46],,,,"DED474, "
1905,Malayalam-two-1,ɾendə,two-A,false,expert,Andronov1964;BurrowEmeneau1961[DED474],,,,"; DED474; ""Ma. raṇṭu two;"", "
1906,Ollari_Gadba-two-1,iɾuɖu,two-A,false,expert,,,,,"High quality look alike, Kolipakam"
1907,Parji-two-1,ir(ḍu),two-A,false,expert,BurrowEmeneau1961[DED474],,,,"DED474; ""Pa. irḍu two things; irul two men; iral two women; adj. ir; iroṭ twice."", "
1908,Tamil-two-1,ɾenɖə,two-A,false,expert,Andronov1964;BurrowEmeneau1961[DED474],,,,"; DED474; ""Ta. iraṇṭu, (coll.) reṇṭu two; "", "
1909,Telugu-two-1,ɾeɳɖu,two-A,false,expert,Andronov1964;BurrowEmeneau1961[DED474],,,,"; DED474; ""Te. reṇḍu two things;"", "
1910,Toda-two-1,e:ɖə,two-A,false,expert,BurrowEmeneau1961[DED474],,,,"DED474; ""To. e·ḍ (obl. e·ḍṇ-/e·ṇ-; e·ḷ- when preceded by plural personal or reflexive pronoun) two; ï foQ twenty; ï nu·ṟ 200; i kwa·w two kwa·x measures; i·r o·ṛ two years; i·r ak two a&cangle;ok measures; i·ṭy double, even (of numbers); ïm double; ïmu twins (pl. ïmua·m twins on more than one occasion); &idieresisside;štyu· twice."", "
1911,Tulu-two-1,ɾaɖɖu,two-A,false,expert,BurrowEmeneau1961[DED474],,,,"DED474; ""Tu. raḍḍů two things;"", "
1912,Yeruva-two-1,iɾandə,two-A,false,expert,,,,,"high quality look-alike, Verkerk"
1913,Malto-two-1,pa:nɖa,two-B,false,expert,,,,,"No cognate, not in DED, Kolipakam"
1914,Malto-two-2,maksa,two-C,false,expert,,,,,"No cognate, not in DED, Kolipakam"
1915,Malto-two-3,dʒo:ɖsa,two-D,false,expert,,,,,"No cognate, not in DED, Kolipakam"
1916,Kolami-two-1,duɖə,two-E,false,expert,,,,,"No cognate, not in DED, Kolipakam"
1917,Badga-walk-1,naɖəʋadə,walk-A,false,expert,BurrowEmeneau1961[DED3582],,,,"clear cognate, "
1918,Betta_Kurumba-walk-1,naɖi,walk-A,false,expert,BurrowEmeneau1961[DED3582],,,,"clear cognate, "
1919,Kannada-walk-1,naɖə,walk-A,false,expert,Andronov1964;BurrowEmeneau1961[DED3582],,,,"; , "
1920,Kodava-walk-1,naɖa,walk-A,false,expert,BurrowEmeneau1961[DED3582],,,,", "
1921,Kota-walk-1,naɖʋu,walk-A,false,expert,BurrowEmeneau1961[315],,,,"DED3582, "
1922,Koya-walk-1,naɖam,walk-A,false,expert,BurrowEmeneau1961[DED3582],,,,", "
1923,Malayalam-walk-1,naɖakkuga,walk-A,false,expert,Andronov1964;BurrowEmeneau1961[DED3582],,,,"; , "
1924,Tamil-walk-1,naɖə,walk-A,false,expert,Andronov1964;BurrowEmeneau1961[DED3582],,,,"; , "
1925,Telugu-walk-1,naɖutʃu,walk-A,false,expert,Andronov1964;BurrowEmeneau1961[DED3582],,,,"; , "
1926,Toda-walk-1,naɖaɾɾə,walk-A,false,expert,BurrowEmeneau1961[DED3582],,,,", "
1927,Toda-walk-2,naɖandə,walk-A,false,expert,BurrowEmeneau1961[DED3582],,,,", "
1928,Tulu-walk-1,naɖapaɾa,walk-A,false,expert,BurrowEmeneau1961[DED3582],,,,", "
1929,Yeruva-walk-1,naɖa,walk-A,false,expert,BurrowEmeneau1961[DED3582],,,,"clear cognate, "
1930,Kolami-walk-1,naɖus,walk-B,false,expert,BurrowEmeneau1961[315],,,,"DED3582, "
1931,Kurukh-walk-1,e:kʰna,walk-C,false,expert,BurrowEmeneau1961[85],,,,"DED871, "
1932,Malto-walk-1,he:kpo,walk-C,false,expert,BurrowEmeneau1961[85],,,,"Set 871, "
1933,Gondi-walk-1,taka,walk-D,false,expert,BurrowEmeneau1961[274],,,,"DED3151, "
1934,Brahui-walk-1,tʃeɾɾing,walk-E,false,expert,,,,,"Apparent singleton. No entry in DED, Kolipakam"
1935,Brahui-warm-1,ba:sun,warm-A,false,expert,BurrowEmeneau1961[503],,,,"DED5517, "
1936,Kannada-warm-1,betʃtʃage,warm-A,false,expert,BurrowEmeneau1961[DED5517],,,,"B&E form: beccage, "
1937,Kodava-warm-1,bekke,warm-A,false,expert,BurrowEmeneau1961[DED5517],,,,", "
1938,Kolami-warm-1,ʋekka,warm-A,false,expert,BurrowEmeneau1961[503],,,,"DED5517, "
1939,Koya-warm-1,ʋe:ɖ,warm-A,false,expert,,,,,"Lookalike with Telegu: ʋetʃtʃa, Jordan"
1940,Ollari_Gadba-warm-1,ʋeʈal,warm-A,false,expert,BurrowEmeneau1961[503],,,,"DED5517, "
1941,Tamil-warm-1,ʋedəʋedəppə,warm-A,false,expert,Andronov1964;BurrowEmeneau1961[DED5517],,,,"; , "
1942,Telugu-warm-1,ʋetʃtʃa,warm-A,false,expert,BurrowEmeneau1961[DED5517],,,,"B&E form: vecca, "
1943,Tulu-warm-1,betʃtʃa,warm-A,false,expert,BurrowEmeneau1961[DED5517],,,,"B&E form: becca, "
1944,Yeruva-warm-1,bekki,warm-A,false,expert,,,,,"Lookalike with Kodava: bekke, Jordan"
1945,Malayalam-warm-1,uṣṇa-,warm-B,false,expert,Andronov1964,,,,", "
1946,Betta_Kurumba-warm-1,su:ɖə,warm-C,false,expert,,,,,"Identical to Tamil form. Might be DED2654?, Jordan"
1947,Tamil-warm-2,su:ɖə,warm-C,false,expert,,,,,"Identical to Betta Kurumba form. Might be DED2654?, Jordan"
1948,Badga-warm-1,uppekke,warm-D,false,expert,,,,,"Not similar to any other cognate class, Kolipakam"
1949,Badga-warm-2,uppe,warm-D,false,expert,,,,,"Not similar to any other cognate class, Kolipakam"
1950,Toda-warm-1,kortilije,warm-E,false,expert,,,,,"apparent singleton, Dunn"
1951,Malayalam-warm-2,tʃeɾətʃu:ɖə,warm-F,false,expert,,,,,"Not similar to any other cognate class, Kolipakam"
1952,Malto-warm-1,kuɖni,warm-G,false,expert,BurrowEmeneau1961[DED2654],,,,"Malt. kuṛe (kuṭ-) to burn, roast, sear; kuṛnare to be hot or warm; kuṛni warm, hot., "
1953,Gondi-warm-1,ka:sta,warm-H,false,expert,BurrowEmeneau1961[136],,,,"DED1458, "
1954,Kurukh-warm-1,udum,warm-I,false,expert,,,,,"apparent singleton. no entry in DED, Kolipakam"
1955,Kurukh-warm-2,o:ɾtʃka,warm-J,false,expert,,,,,"apparent singleton. no entry in DED, Kolipakam"
